sku,name,short_description,description,price,weight,qty,_category,_attribute_set,_type,_root_category,status,tax_class_id,visibility,_product_websites,image,small_image,thumbnail,is_in_stock,_media_attribute_id,_media_image
6060992,MILKY WAY MARSHMALLOW 48G*24,MILKY WAY MARSHMALLOW 48G*24,MILKY WAY MARSHMALLOW 48G*24,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6060992.png,6060992.png,6060992.png,1,80,6060992.png
6060985,TRIO LOADED PB CUPS 71G*12,TRIO LOADED PB CUPS 71G*12,TRIO LOADED PB CUPS 71G*12,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6060985.png,6060985.png,6060985.png,1,80,6060985.png
6060978,HOT TAMALES TROPICAL 51G,HOT TAMALES TROPICAL 51G,HOT TAMALES TROPICAL 51G,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6060978.png,6060978.png,6060978.png,1,80,6060978.png
6060961,HOTTAMALES TROPICAL HEAT 141G,HOTTAMALES TROPICAL HEAT 141G,HOTTAMALES TROPICAL HEAT 141G,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6060961.png,6060961.png,6060961.png,1,80,6060961.png
6060930,ROCKCANDY STICKS WHITE 36,ROCKCANDY STICKS WHITE 36,ROCKCANDY STICKS WHITE 36,37.76,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6060930.png,6060930.png,6060930.png,1,80,6060930.png
6060923,ROCKCANDY STICKS RED 36,ROCKCANDY STICKS RED 36,ROCKCANDY STICKS RED 36,37.76,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6060923.png,6060923.png,6060923.png,1,80,6060923.png
6060916,ROCKCANDY STICKS BLUE 36,ROCKCANDY STICKS BLUE 36,ROCKCANDY STICKS BLUE 36,37.76,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6060916.png,6060916.png,6060916.png,1,80,6060916.png
6060572,SOUR PATCH EXTREME SOUR 99G*12,SOUR PATCH EXTREME SOUR 99G*12,SOUR PATCH EXTREME SOUR 99G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6060572.png,6060572.png,6060572.png,1,80,6060572.png
6060503,TWIZZLER STRAW LEMONADE 18,TWIZZLER STRAW LEMONADE 18,TWIZZLER STRAW LEMONADE 18,21.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6060503.png,6060503.png,6060503.png,1,80,6060503.png
6060312,REESE'S SNACKSTERS 51G*10,REESE'S SNACKSTERS 51G*10,REESE'S SNACKSTERS 51G*10,17.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6060312.png,6060312.png,6060312.png,1,80,6060312.png
6060275,REESES CRUNCHY CUP 42G*24,REESES CRUNCHY CUP 42G*24,REESES CRUNCHY CUP 42G*24,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6060275.png,6060275.png,6060275.png,1,80,6060275.png
6059750,TABASCO CHOC WEDGES SGL TIN,TABASCO CHOC WEDGES SGL TIN,TABASCO CHOC WEDGES SGL TIN,72,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6059750.png,6059750.png,6059750.png,1,80,6059750.png
6059743,TABASCO CHOC BARS FLOOR DISP,TABASCO CHOC BARS FLOOR DISP,TABASCO CHOC BARS FLOOR DISP,129.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6059743.png,6059743.png,6059743.png,1,80,6059743.png
6059729,TABASCO CHOC BARS 28G,TABASCO CHOC BARS 28G,TABASCO CHOC BARS 28G,43.2,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6059729.png,6059729.png,6059729.png,1,80,6059729.png
6059323,SKITTLES ORCHARDS 99G*12,SKITTLES ORCHARDS 99G*12,SKITTLES ORCHARDS 99G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6059323.png,6059323.png,6059323.png,1,80,6059323.png
6058814,REESE'S PIECES 99G*48,REESE'S PIECES 99G*48,REESE'S PIECES 99G*48,2,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6058814.png,6058814.png,6058814.png,1,80,6058814.png
6058807,NUTELLA & GO PRETZEL 54G*12,NUTELLA & GO PRETZEL 54G*12,NUTELLA & GO PRETZEL 54G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6058807.png,6058807.png,6058807.png,1,80,6058807.png
6058302,M&M CRISPY(US) 38G *24,M&M CRISPY(US) 38G *24,M&M CRISPY(US) 38G *24,28.8,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6058302.png,6058302.png,6058302.png,1,80,6058302.png
6058098,JB SODA POP BOTTLE BOX 85G*12,JB SODA POP BOTTLE BOX 85G*12,JB SODA POP BOTTLE BOX 85G*12,1.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6058098.png,6058098.png,6058098.png,1,80,6058098.png
6058081,3MUSKETEER MINT BITES 80G*12,3MUSKETEER MINT BITES 80G*12,3MUSKETEER MINT BITES 80G*12,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6058081.png,6058081.png,6058081.png,1,80,6058081.png
6057916,MARVEL AVENGERS MINI CHOC 227G,MARVEL AVENGERS MINI CHOC 227G,MARVEL AVENGERS MINI CHOC 227G,4.95,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057916.png,6057916.png,6057916.png,1,80,6057916.png
6057909,FRANKFORD TMNT MINI CHOC 227G,FRANKFORD TMNT MINI CHOC 227G,FRANKFORD TMNT MINI CHOC 227G,4.95,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057909.png,6057909.png,6057909.png,1,80,6057909.png
6057893,DISNEY FROZEN MINI CHOC 227G,DISNEY FROZEN MINI CHOC 227G,DISNEY FROZEN MINI CHOC 227G,4.95,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057893.png,6057893.png,6057893.png,1,80,6057893.png
6057886,SPONGE BOB MINI CHOC 227G,SPONGE BOB MINI CHOC 227G,SPONGE BOB MINI CHOC 227G,4.95,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057886.png,6057886.png,6057886.png,1,80,6057886.png
6057879,MICKEY FRIENDS MINI CHOC 227G,MICKEY FRIENDS MINI CHOC 227G,MICKEY FRIENDS MINI CHOC 227G,4.95,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057879.png,6057879.png,6057879.png,1,80,6057879.png
6057862,SKITTLES ORCHARDS 56G*24,SKITTLES ORCHARDS 56G*24,SKITTLES ORCHARDS 56G*24,28.76,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057862.png,6057862.png,6057862.png,1,80,6057862.png
6057398,PIZAZZ FRUIT SLICE 227G,PIZAZZ FRUIT SLICE 227G,PIZAZZ FRUIT SLICE 227G,3.95,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057398.png,6057398.png,6057398.png,1,80,6057398.png
6057350,GIANT GUMMI COLA BOTTLE 363G,GIANT GUMMI COLA BOTTLE 363G,GIANT GUMMI COLA BOTTLE 363G,14,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057350.png,6057350.png,6057350.png,1,80,6057350.png
6057343,GIANT GUMMI BEARS 241G,GIANT GUMMI BEARS 241G,GIANT GUMMI BEARS 241G,10,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057343.png,6057343.png,6057343.png,1,80,6057343.png
6057336,JB BIG BEAN DISPENSER 39G*12,JB BIG BEAN DISPENSER 39G*12,JB BIG BEAN DISPENSER 39G*12,33,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057336.png,6057336.png,6057336.png,1,80,6057336.png
6057299,JELLY BELLY PRINCESS 28GX24,JELLY BELLY PRINCESS 28GX24,JELLY BELLY PRINCESS 28GX24,26,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057299.png,6057299.png,6057299.png,1,80,6057299.png
6057237,BOX OF BOOGERS 92G*12,BOX OF BOOGERS 92G*12,BOX OF BOOGERS 92G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057237.png,6057237.png,6057237.png,1,80,6057237.png
6057183,GIANT KRABBY PATTIES COLORS,GIANT KRABBY PATTIES COLORS,GIANT KRABBY PATTIES COLORS,12.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057183.png,6057183.png,6057183.png,1,80,6057183.png
6057084,HOTLIX ASST CHILI LIX 36,HOTLIX ASST CHILI LIX 36,HOTLIX ASST CHILI LIX 36,63,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6057084.png,6057084.png,6057084.png,1,80,6057084.png
6055882,JB FROZEN MIX 2.8OZ BAG,JB FROZEN MIX 2.8OZ BAG,JB FROZEN MIX 2.8OZ BAG,28.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6055882.png,6055882.png,6055882.png,1,80,6055882.png
6055844,JELLY BELLY H KITTY 28G*24,JELLY BELLY H KITTY 28G*24,JELLY BELLY H KITTY 28G*24,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6055844.png,6055844.png,6055844.png,1,80,6055844.png
6055462,HICHEW MANGO 50G*10,HICHEW MANGO 50G*10,HICHEW MANGO 50G*10,9.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6055462.png,6055462.png,6055462.png,1,80,6055462.png
6055455,HICHEW CHERRY 50G*10,HICHEW CHERRY 50G*10,HICHEW CHERRY 50G*10,9.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6055455.png,6055455.png,6055455.png,1,80,6055455.png
6055448,HICHEW GRAPE 50G*10,HICHEW GRAPE 50G*10,HICHEW GRAPE 50G*10,9.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6055448.png,6055448.png,6055448.png,1,80,6055448.png
6055417,JB BEAN BOOZLED 1.9OZ BAG,JB BEAN BOOZLED 1.9OZ BAG,JB BEAN BOOZLED 1.9OZ BAG,29,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6055417.png,6055417.png,6055417.png,1,80,6055417.png
6055332,WONKA NERDS ROPE 24,WONKA NERDS ROPE 24,WONKA NERDS ROPE 24,22.07,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6055332.png,6055332.png,6055332.png,1,80,6055332.png
6055226,FROZEN RINGPOP 3PAK,FROZEN RINGPOP 3PAK,FROZEN RINGPOP 3PAK,19.05,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6055226.png,6055226.png,6055226.png,1,80,6055226.png
6054991,FROZEN THEATER BOX 70G,FROZEN THEATER BOX 70G,FROZEN THEATER BOX 70G,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6054991.png,6054991.png,6054991.png,1,80,6054991.png
6054472,A&W ROOT BEER TWISTS 142G*12,A&W ROOT BEER TWISTS 142G*12,A&W ROOT BEER TWISTS 142G*12,2,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6054472.png,6054472.png,6054472.png,1,80,6054472.png
6054199,SKITTLES ORIGINAL 99G*12,SKITTLES ORIGINAL 99G*12,SKITTLES ORIGINAL 99G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6054199.png,6054199.png,6054199.png,1,80,6054199.png
6053857,HOTLIX WORM SUCKERS 36,HOTLIX WORM SUCKERS 36,HOTLIX WORM SUCKERS 36,63,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053857.png,6053857.png,6053857.png,1,80,6053857.png
6053840,HOTLIX CRICKET SUCKERS 36,HOTLIX CRICKET SUCKERS 36,HOTLIX CRICKET SUCKERS 36,63,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053840.png,6053840.png,6053840.png,1,80,6053840.png
6053826,HOTLIX AMBER CANDY BRITTLE 24,HOTLIX AMBER CANDY BRITTLE 24,HOTLIX AMBER CANDY BRITTLE 24,84,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053826.png,6053826.png,6053826.png,1,80,6053826.png
6053819,HOTLIX SCORPION BRITTLE 24,HOTLIX SCORPION BRITTLE 24,HOTLIX SCORPION BRITTLE 24,84,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053819.png,6053819.png,6053819.png,1,80,6053819.png
6053574,JOYVA JELL RING 38G*24,JOYVA JELL RING 38G*24,JOYVA JELL RING 38G*24,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053574.png,6053574.png,6053574.png,1,80,6053574.png
6053567,JOYVA MARSHMALLOW JOYS 40G*24,JOYVA MARSHMALLOW JOYS 40G*24,JOYVA MARSHMALLOW JOYS 40G*24,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053567.png,6053567.png,6053567.png,1,80,6053567.png
6053550,MILKY WAY VANILLA 48G*24,MILKY WAY VANILLA 48G*24,MILKY WAY VANILLA 48G*24,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053550.png,6053550.png,6053550.png,1,80,6053550.png
6053543,HERSHEY'S KRACKEL 43G*18,HERSHEY'S KRACKEL 43G*18,HERSHEY'S KRACKEL 43G*18,21.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053543.png,6053543.png,6053543.png,1,80,6053543.png
6053536,JB PRINCESS MIX 80G BAG,JB PRINCESS MIX 80G BAG,JB PRINCESS MIX 80G BAG,28.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053536.png,6053536.png,6053536.png,1,80,6053536.png
6053529,JB STARWAR 80G BAG,JB STARWAR 80G BAG,JB STARWAR 80G BAG,28.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053529.png,6053529.png,6053529.png,1,80,6053529.png
6053512,JB BEER BEANS 3.5OZ BAG,JB BEER BEANS 3.5OZ BAG,JB BEER BEANS 3.5OZ BAG,28.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053512.png,6053512.png,6053512.png,1,80,6053512.png
6053505,JELLY BELLY STARWAR 28GX24,JELLY BELLY STARWAR 28GX24,JELLY BELLY STARWAR 28GX24,26,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053505.png,6053505.png,6053505.png,1,80,6053505.png
6053499,HARRY POTTER JELLY SLUGS 59G,HARRY POTTER JELLY SLUGS 59G,HARRY POTTER JELLY SLUGS 59G,26.46,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053499.png,6053499.png,6053499.png,1,80,6053499.png
6053482,JELLY BELLY FROZEN 28GX24,JELLY BELLY FROZEN 28GX24,JELLY BELLY FROZEN 28GX24,26,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053482.png,6053482.png,6053482.png,1,80,6053482.png
6053475,LANCASTER  VANILLA RASP 113G,LANCASTER  VANILLA RASP 113G,LANCASTER  VANILLA RASP 113G,2.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053475.png,6053475.png,6053475.png,1,80,6053475.png
6053468,LANCASTER  CARAMEL CREME 113G,LANCASTER  CARAMEL CREME 113G,LANCASTER  CARAMEL CREME 113G,2.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053468.png,6053468.png,6053468.png,1,80,6053468.png
6053451,LANCASTER VANILLA CARAMEL 113G,LANCASTER VANILLA CARAMEL 113G,LANCASTER VANILLA CARAMEL 113G,2.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053451.png,6053451.png,6053451.png,1,80,6053451.png
6053444,MW CARAMEL BITES K.SIZE 80G*12,MW CARAMEL BITES K.SIZE 80G*12,MW CARAMEL BITES K.SIZE 80G*12,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053444.png,6053444.png,6053444.png,1,80,6053444.png
6053437,3MUSKETEER BITES K.SIZE 80G*12,3MUSKETEER BITES K.SIZE 80G*12,3MUSKETEER BITES K.SIZE 80G*12,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053437.png,6053437.png,6053437.png,1,80,6053437.png
6053352,AIRWICK AIR HAWAI'I 8OZ,AIRWICK AIR HAWAI'I 8OZ,AIRWICK AIR HAWAI'I 8OZ,1.82,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053352.png,6053352.png,6053352.png,1,80,6053352.png
6053345,AIRHEAD BITES FRUIT 57G*24,AIRHEAD BITES FRUIT 57G*24,AIRHEAD BITES FRUIT 57G*24,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053345.png,6053345.png,6053345.png,1,80,6053345.png
6053338,AIRHEAD BITES BERRY 57G*24,AIRHEAD BITES BERRY 57G*24,AIRHEAD BITES BERRY 57G*24,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6053338.png,6053338.png,6053338.png,1,80,6053338.png
6051969,IMPACT WARHEAD TWIST 99G*12,IMPACT WARHEAD TWIST 99G*12,IMPACT WARHEAD TWIST 99G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6051969.png,6051969.png,6051969.png,1,80,6051969.png
6051952,IMPACT WARHEAD BEAN 113G*12,IMPACT WARHEAD BEAN 113G*12,IMPACT WARHEAD BEAN 113G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6051952.png,6051952.png,6051952.png,1,80,6051952.png
6051648,TWIX BITES K.SIZE 80G*12,TWIX BITES K.SIZE 80G*12,TWIX BITES K.SIZE 80G*12,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6051648.png,6051648.png,6051648.png,1,80,6051648.png
6051631,TOOTSIE ROLL JAR 14G*96,TOOTSIE ROLL JAR 14G*96,TOOTSIE ROLL JAR 14G*96,24.65,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6051631.png,6051631.png,6051631.png,1,80,6051631.png
6051624,TOOTSIE ROLL MIDGEE 360PC,TOOTSIE ROLL MIDGEE 360PC,TOOTSIE ROLL MIDGEE 360PC,10,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6051624.png,6051624.png,6051624.png,1,80,6051624.png
6051617,BUTTERFINGER CUP 42G*24,BUTTERFINGER CUP 42G*24,BUTTERFINGER CUP 42G*24,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6051617.png,6051617.png,6051617.png,1,80,6051617.png
6050986,JB CINNAMON BEARS 3OZ,JB CINNAMON BEARS 3OZ,JB CINNAMON BEARS 3OZ,28.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6050986.png,6050986.png,6050986.png,1,80,6050986.png
6050689,JOLLY RANCHER STK WATERMELON,JOLLY RANCHER STK WATERMELON,JOLLY RANCHER STK WATERMELON,14.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6050689.png,6050689.png,6050689.png,1,80,6050689.png
6050672,JOLLY RANCHER STK STRAW APPLE,JOLLY RANCHER STK STRAW APPLE,JOLLY RANCHER STK STRAW APPLE,14.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6050672.png,6050672.png,6050672.png,1,80,6050672.png
6050603,SOUR PATCH BLU RASPBERR 56G*24,SOUR PATCH BLU RASPBERR 56G*24,SOUR PATCH BLU RASPBERR 56G*24,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6050603.png,6050603.png,6050603.png,1,80,6050603.png
6050252,MARSHMALLOW SQUEEZE CANDY 12,MARSHMALLOW SQUEEZE CANDY 12,MARSHMALLOW SQUEEZE CANDY 12,16.78,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6050252.png,6050252.png,6050252.png,1,80,6050252.png
6049980,IMPACT WARHEAD PUCKER PK 84G,IMPACT WARHEAD PUCKER PK 84G,IMPACT WARHEAD PUCKER PK 84G,1.82,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6049980.png,6049980.png,6049980.png,1,80,6049980.png
6049744,FORD GUMBALL MACHINE TOY 12,FORD GUMBALL MACHINE TOY 12,FORD GUMBALL MACHINE TOY 12,20.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6049744.png,6049744.png,6049744.png,1,80,6049744.png
6049010,BUTTERFINGER 4CUP 85G*18,BUTTERFINGER 4CUP 85G*18,BUTTERFINGER 4CUP 85G*18,36,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6049010.png,6049010.png,6049010.png,1,80,6049010.png
6048907,HERSHEY CC XLGE BAR 113G*12,HERSHEY CC XLGE BAR 113G*12,HERSHEY CC XLGE BAR 113G*12,31.8,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6048907.png,6048907.png,6048907.png,1,80,6048907.png
6048891,REESE PB XLGE BAR 120G*12,REESE PB XLGE BAR 120G*12,REESE PB XLGE BAR 120G*12,31.8,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6048891.png,6048891.png,6048891.png,1,80,6048891.png
6048563,SKITTLES DESSERTS 56G*24,SKITTLES DESSERTS 56G*24,SKITTLES DESSERTS 56G*24,28.76,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6048563.png,6048563.png,6048563.png,1,80,6048563.png
6048556,STARBURST FRUIT SLUSHIE 99G*12,STARBURST FRUIT SLUSHIE 99G*12,STARBURST FRUIT SLUSHIE 99G*12,1.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6048556.png,6048556.png,6048556.png,1,80,6048556.png
6048549,SKITTLES DESSERTS 99G*12,SKITTLES DESSERTS 99G*12,SKITTLES DESSERTS 99G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6048549.png,6048549.png,6048549.png,1,80,6048549.png
6048129,CRUSH ORANGE TWISTS 142G*12,CRUSH ORANGE TWISTS 142G*12,CRUSH ORANGE TWISTS 142G*12,2,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6048129.png,6048129.png,6048129.png,1,80,6048129.png
6048105,HAWAIIAN PUNCH TWISTS 142G*12,HAWAIIAN PUNCH TWISTS 142G*12,HAWAIIAN PUNCH TWISTS 142G*12,2,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6048105.png,6048105.png,6048105.png,1,80,6048105.png
6047153,PLANES SURPRISE EGG 24,PLANES SURPRISE EGG 24,PLANES SURPRISE EGG 24,41.63,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047153.png,6047153.png,6047153.png,1,80,6047153.png
6047146,TOY STORY GIGGLE HEAD 12,TOY STORY GIGGLE HEAD 12,TOY STORY GIGGLE HEAD 12,60,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047146.png,6047146.png,6047146.png,1,80,6047146.png
6047139,SCCOBY DOO CANDY FAN 12,SCCOBY DOO CANDY FAN 12,SCCOBY DOO CANDY FAN 12,60,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047139.png,6047139.png,6047139.png,1,80,6047139.png
6047122,TOY STORY CANDY FAN 12,TOY STORY CANDY FAN 12,TOY STORY CANDY FAN 12,60,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047122.png,6047122.png,6047122.png,1,80,6047122.png
6047115,MONSTER UNIV CANDY FAN 12,MONSTER UNIV CANDY FAN 12,MONSTER UNIV CANDY FAN 12,60,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047115.png,6047115.png,6047115.png,1,80,6047115.png
6047108,MICKEY MOUSE HELI FAN 12,MICKEY MOUSE HELI FAN 12,MICKEY MOUSE HELI FAN 12,66,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047108.png,6047108.png,6047108.png,1,80,6047108.png
6047092,MONSTER UNIV TALKER 12,MONSTER UNIV TALKER 12,MONSTER UNIV TALKER 12,50.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047092.png,6047092.png,6047092.png,1,80,6047092.png
6047078,SPORTS COOL FAN POPS 12,SPORTS COOL FAN POPS 12,SPORTS COOL FAN POPS 12,40.32,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047078.png,6047078.png,6047078.png,1,80,6047078.png
6047061,CANDY COOL POPS FAN 12,CANDY COOL POPS FAN 12,CANDY COOL POPS FAN 12,40.32,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047061.png,6047061.png,6047061.png,1,80,6047061.png
6047054,MONSTER U FLASHLIGHT WITH CLIP,MONSTER U FLASHLIGHT WITH CLIP,MONSTER U FLASHLIGHT WITH CLIP,50.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047054.png,6047054.png,6047054.png,1,80,6047054.png
6047047,SCOOBYDOO FLASHLIGHT WITH CLIP,SCOOBYDOO FLASHLIGHT WITH CLIP,SCOOBYDOO FLASHLIGHT WITH CLIP,50.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047047.png,6047047.png,6047047.png,1,80,6047047.png
6047030,AIR HEADS GRAPE 15.6G*36,AIR HEADS GRAPE 15.6G*36,AIR HEADS GRAPE 15.6G*36,10.07,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6047030.png,6047030.png,6047030.png,1,80,6047030.png
6046606,REESE'S GIANT 2CUP 453G*6,REESE'S GIANT 2CUP 453G*6,REESE'S GIANT 2CUP 453G*6,17.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6046606.png,6046606.png,6046606.png,1,80,6046606.png
6046538,HERSHEY'S MILK 5LB BLOCK,HERSHEY'S MILK 5LB BLOCK,HERSHEY'S MILK 5LB BLOCK,65,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6046538.png,6046538.png,6046538.png,1,80,6046538.png
6045937,MEGALOAD SWT SALTY 71G*16,MEGALOAD SWT SALTY 71G*16,MEGALOAD SWT SALTY 71G*16,35.2,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6045937.png,6045937.png,6045937.png,1,80,6045937.png
6045197,US CHUPA CHUP MEGA BOX 1000,US CHUPA CHUP MEGA BOX 1000,US CHUPA CHUP MEGA BOX 1000,145,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6045197.png,6045197.png,6045197.png,1,80,6045197.png
